292
1830879552,1245983339
1898613717,1676257805
532916374,617013648
2011115534,683236547
1037231163,1052512601
1877392377,1183127593
13468856,1327387342
2113621342,1979593049
81990997,1981985493
1984881388,663262377
1092058640,1635927445
2005781673,624513926
547755421,745772123
643305750,21278391
44684959,893809167
1813681045,1572725083
1157157106,1701803709
1087174524,563112420
861159666,898605613
1248319424,87230008
1491622503,976424587
1871628142,1417309322
1356574256,1427070618
37210175,1330479198
488217984,2086949498
208314684,1694312664
96259302,1137633989
2087462444,195002106
1387685312,1274149791
1128552384,1934627898
2121191545,1989887142
638601588,143471996
1386315203,304717294
26020487,459148794
240262817,1550558921
1118483382,1330869030
733716068,1897701380
1319123520,115684052
1911782949,588522351
1415423317,1268168449
708611948,1460310198
1680544054,105219108
685544482,119418380
1476515780,19573116
1761824911,892222418
1322910755,1734493521
1917536875,1461175173
113522109,1649219008
337872999,1728206146
31044118,1051906961
1401100131,1725545028
1090266380,1085142710
968516115,1024929301
960646595,346041569
1965994116,1971828391
430702803,799212961
2006210121,2007867581
1226065949,660931346
309393088,533432479
1605411161,1266946823
975685160,6497370
844807529,1495524046
227698166,1531473507
1560815801,1420024541
1784229270,1817388158
1925294700,183626803
557528232,363566355
2014551965,1130550566
370093818,595451343
1284186639,1808098828
1306255431,1130524211
201062646,1937480166
461569614,523747793
1875767047,2057152941
235159223,1600074410
1339875920,1951924166
122844984,911580942
76271801,1394652760
880787498,1742225980
857494543,1584526254
1611597146,1688105700
709295945,148655957
46583691,247126000
241734728,1642693766
2140799263,95565383
290887528,1861425391
1396729487,1944795980
2108175038,1992644596
1952918371,1054811010
1034004432,1851434020
1803190107,1651146507
1184915318,184204860
477562238,2120854181
60831818,1793430937
287344553,619949204
249813068,775351484
1885440447,1847144031
196551681,1765633377
421278266,52456688
1890946475,214493613
282063064,233123281
2063837324,139643840
1309236882,1625934175
555244679,325532651
950889551,231110852
1589218036,1973460134
708271548,1153544170
1928819794,2107934285
503240382,525141084
1818577366,73213157
186344181,595787438
1355399212,1520900059
1993235961,1663019691
2123468591,1697069102
1748294298,342591660
1571416329,1900511682
1311348182,819560818
1569420955,1570116826
1734792829,1045321477
1022451624,999111710
1565659501,1882782814
842591386,56283701
1178214815,423836580
67129936,731946276
2065807884,236101042
1262442994,2043620828
381362969,1817783317
28199432,1833759273
1025207715,542987265
293891526,1793700838
1649949231,1005659223
724722000,608347890
807178169,1836190001
662161952,2036194376
1731606862,358752968
373191455,1605402552
1650173107,819515655
655037302,451045014
1900679698,1299165510
342735244,1569449380
1595939754,1391572314
1778744864,1512243255
1227632312,1675279148
1519198712,1641048511
791411386,1883145328
544959110,1191855564
751479951,1376234433
1496646125,560050278
1158110814,234293495
1396589179,1489508461
1909158275,178419206
1147823061,1707104916
2010393233,1804524089
393497721,1709330960
1162796015,1724638065
2080563222,1873525851
200302021,871925792
197811083,258426917
1374398006,1359962391
1528199225,1279382667
317041288,1168597088
1244832989,1995945180
1961277504,1328819538
853972601,273988673
1470353177,95037024
1440417847,1666436202
2050059978,1000710430
1807774752,1417570548
243799252,71689947
1649333668,1570591870
1281831427,1957351398
478302496,1214256967
1950065753,818916905
991603543,2027037805
1178473350,1238269208
1333135918,1945632069
853577917,117256512
1172517172,740611187
1081069863,1299361528
1893311059,681623695
950601487,119559047
239027783,1067808990
284270218,414177019
1970949520,1347075238
1211634686,927724182
14677664,1302758058
1858112369,2105091002
2145034887,507173536
690344591,30626022
45929426,1142410598
337265995,974418443
1242998970,232133968
909384752,1642269424
812908284,1932853466
1975676904,1067213565
336550684,1091921371
325862535,967759973
620040382,1162322380
1718373615,1557977152
930036749,1535938733
995451032,1792011951
815453118,250799167
1223641544,30427860
87569700,895970562
119705271,665393636
50316595,1050493841
1253482101,750950460
344407700,2123666691
1024043723,6943815
158474238,789484441
1748752381,38146053
1518881981,144471121
591223498,1070239940
976945522,890402396
1485100619,982762506
936283568,1279851085
1248072919,657474339
147009566,692737690
159015324,992249803
1155976070,879006891
1554749723,2064421368
1813198194,1310333267
1016946969,1433540489
1985922916,1722395722
623402273,643857337
138328656,1711479799
1399552914,140602308
1934669999,957354978
273179970,671031997
1807059316,153451604
1200965985,1344650950
1558353590,1284426412
1876593715,917949156
1949904569,596057761
603990894,1799153656
1964701366,31843920
998451391,1426950993
1382218364,1831814659
372431506,208598713
1275007798,1305166656
1231800670,1402033446
267050123,841293281
844483850,1372287415
2027781818,1107520611
870287987,1337138234
419607720,1635466974
1332674133,1002574466
1825524553,210148773
506117778,528821782
1581223199,99047812
1631119566,1389915154
1118454828,971732263
826639618,106534735
713078408,2120085567
905867591,102905339
584973471,64631257
1543507845,501942660
1069134580,1946416185
1077650827,717110308
439992561,504356299
1037650985,842433958
1873253421,1414336306
1379595936,329284392
846653434,2143360572
1748910087,1172119590
1325746880,1991093371
774859160,1176009985
1821530736,1989369162
283628618,1442801506
14703663,737999114
659259007,2055179897
201703019,767432648
752214762,355026462
92009128,830781473
2080923532,2026592014
1279981592,1936491117
88879220,1076916899
1208880474,788735608
1664145380,1851602169
1739619974,497405225
1407364948,717201483
371225480,1881231647
924642105,741363747
1437255743,367547860
827895570,1227249065
1662837567,1782332968
702456644,1849477093
1992580939,1129954735
640780938,1105870772
662171543,1024619473
237325263,15921960
62487039,1869801719
