472
1025010338,394067339
731686586,370743552
1110315961,2002625686
714795909,1283244349
2079215703,1934932212
457860295,1936600048
1910300805,1729531237
823545273,2055227776
1941711473,1711207959
1279131001,1000051026
637554976,2097266275
935409394,1083466495
989435499,896085534
1485219003,1392076467
209869988,1214579552
1899260506,15890495
386209887,170731260
1556870077,1304869216
62479716,119110933
1928556226,32988768
1011890199,287327849
642763621,712574720
1283885739,2032230500
31412189,181112915
1383868807,153916882
1967494061,20392350
1769503148,228774347
1360302736,1075227709
1606141592,1795703738
1528791700,214280426
517456682,1470203088
1073424360,864686151
35721706,442019800
1550440160,1739619544
172711159,1666159703
1992798059,1822650539
1930135379,1246192233
2135644473,350277127
1454552653,222884673
1947064402,1104688646
864723344,1304156088
8257659,56003106
1394569137,1878918156
393870993,157485540
957912171,481692367
1846211270,414259624
737802880,1714325799
1663015732,1689170758
1361387135,1925561117
676903014,841915939
481840340,439276292
8451755,1865192750
308602469,144893522
237740617,523360915
240613520,1010075608
1768158703,1383306918
1996122983,424153054
1497040729,1360784241
1461995428,1017471254
1617600660,304287197
48198806,1393004619
781757373,1838502439
1967432080,1578588434
1084897658,215859580
1730660148,446523715
1136373639,1676475183
1693465306,1105198463
622898305,425497052
1295754333,290548556
1894884283,1249725615
1641227538,2017993724
2064355666,2095320209
861017311,462954351
565620288,313699826
217335069,302281490
227225329,343965880
308010456,372665817
793767132,1236319367
1805002566,317432963
2045244317,877497681
1207479510,21931037
940184414,1941573452
2021185616,91733519
1837325259,890974520
1948738395,1071593677
65079907,1171496872
1270070618,367925045
810543305,177688728
1476132600,833920810
977535127,1504527728
1013018146,771247832
2146008157,1428428657
219348385,792457758
1368514727,1320849489
311481330,1534062585
767978132,978371370
392787885,1017436601
42296104,1619346500
1077859310,122832214
74184592,769333792
773112739,1822129415
512445077,1293225039
237251583,1203212104
1221378909,2087569058
1709606158,616128403
1907670413,971131755
1487381482,540766589
2011963182,436281677
23406527,1659239404
1722275066,1228777857
870702439,516525770
579543189,414725809
303665544,1234192184
778758986,252684016
325678941,1338680451
1247313065,1353350386
759786217,208251335
731464989,1338372378
258852755,852833118
1191227074,1163619928
1718562496,1428429316
1758726977,1842836574
1773875818,1944330024
1638473534,1999504943
1152957066,1753498073
1595989973,1566103553
548040794,992890382
2046115000,256636968
1242636226,97769267
989609494,1150543045
424503117,968744892
1761940116,370975706
